postgresql
mongodb
linux
mysql
clickhouse
git
golang
git
linux
ооп
python
php
yii
cherrypy
jinja2
sqlalchemy
rabbitmq
mysql
yii
mysql
git
php
ооп
linux
redis
mysql
php
git
ооп
sql
rabbitmq
docker
redis
symfony
entity framework
c#
.net framework
sql
mysql
redis
php
yii2
vue.js
node.js
mysql
angularjs
python
django framework
mysql
python
postgresql
sql
http
русский — c2 — в совершенстве
английский — c1 — продвинутый
git
mysql
laravel
postgresql
javascript
docker
uml
swagger
php
gamedev
node.js
nodejs
fullstack
postgresql
angular
gamedev
node.js
nodejs
fullstack
postgresql
angular
gamedev
node.js
nodejs
fullstack
postgresql
angular
gamedev
node.js
nodejs
fullstack
postgresql
angular
teamleading
gamedev
node.js
nodejs
fullstack
postgresql
angular
teamleading
gamedev
node.js
nodejs
fullstack
postgresql
angular
английский — b2 — средне-продвинутый
git
web api
angular
typescript
javascript
html
bootstrap
html5
css3
английский язык
odata
.net
c#
javascript
angular
asp.net
web api
sql server
sql
t-sql
git
api
rest
gamedev
node.js
nodejs
fullstack
postgresql
angular
английский — b2 — средне-продвинутый
git
postman
cypress
английский язык
нагрузочное тестирование
регрессионное тестирование
тестирование
функциональное тестирование
qa
api
odata
ci/cd
sql
git
java
linux
qa
английский — b1 — средний
ruby
ruby on rails
linux
английский язык
git
sql
bash
python
rest
django framework
ddd
microservices
sql
linux
git
python
java
qa
sql
linux
git
java
qa
sql
git
atlassian jira
linux
java
qa
git
sql
linux
javascript
qa
java
sql
git
linux
atlassian jira
java
node.js
git
symfony
mysql
php
postgresql
agile project management
sql
linux
ms sql
golang
go
python
django framework
postgresql
docker
nginx
redis
blockchain
sql
ооп
git
ms sql
c#
.net framework
asp.net
работа в команде
golang
.net core
javascript
typescript
node.js
angular
английский язык
node.js
английский язык
typescript
mongodb
c#
английский — b1 — средний
sql
adobe photoshop
mongodb
nosql
базы данных
golang
aws
ci/cd
1с-битрикс
php
html
css
mysql
многозадачность
api
парсинг
backend
продвинутый пользователь пк
английский — a1 — начальный
oracle
oracle pl/sql
база данных: oracle
субд
работа с банками
unix
vcs
анализ абс
цфт
pl/plus
pl+
mysql
php5
ооп
postgresql
php
yii
laravel
грамотная устная и письменная речь
оптимизация кода
умение слушать
эффективное принятие решений
вовлеченность
организационная осведомленность
стремление развиваться
backend
linux
code review
javascript
node.js
управление проектами
sql
postgresql
git
linux
php
ооп
sql
git
ооп
английский язык
design patterns
c++
node.js
mongodb
express
express.js
поисковые системы
golang
git
linux
postgresql
ооп
docker
kubernetes
backend
sql
